word,l0,l1,l2,l3,l4,letters,entropy
abord,a,b,o,r,d,"{'d', 'o', 'a', 'b', 'r'}",0.000932929046430345
abore,a,b,o,r,e,"{'e', 'o', 'a', 'b', 'r'}",0.000932929046430345
aborn,a,b,o,r,n,"{'n', 'o', 'a', 'b', 'r'}",0.0017312232897640897
abort,a,b,o,r,t,"{'t', 'o', 'a', 'b', 'r'}",0.000932929046430345
about,a,b,o,u,t,"{'t', 'o', 'a', 'u', 'b'}",0.000932929046430345
above,a,b,o,v,e,"{'v', 'e', 'o', 'a', 'b'}",0.000932929046430345
abram,a,b,r,a,m,"{'b', 'a', 'm', 'r'}",0.0017312232897640897
abray,a,b,r,a,y,"{'b', 'a', 'y', 'r'}",0.000932929046430345
abrim,a,b,r,i,m,"{'i', 'm', 'a', 'b', 'r'}",0.000932929046430345
abrin,a,b,r,i,n,"{'i', 'n', 'a', 'b', 'r'}",0.000932929046430345
abris,a,b,r,i,s,"{'i', 's', 'a', 'b', 'r'}",0.000932929046430345
absey,a,b,s,e,y,"{'s', 'e', 'a', 'b', 'y'}",0.0017312232897640897
absit,a,b,s,i,t,"{'i', 's', 't', 'a', 'b'}",0.000932929046430345
abuna,a,b,u,n,a,"{'b', 'a', 'n', 'u'}",0.000932929046430345
abune,a,b,u,n,e,"{'n', 'e', 'a', 'u', 'b'}",0.000932929046430345
abura,a,b,u,r,a,"{'b', 'a', 'r', 'u'}",0.000932929046430345
aburn,a,b,u,r,n,"{'n', 'a', 'u', 'b', 'r'}",0.0017312232897640897
abuse,a,b,u,s,e,"{'s', 'e', 'a', 'u', 'b'}",0.0017312232897640897
abuts,a,b,u,t,s,"{'s', 't', 'a', 'u', 'b'}",0.0017312232897640897
abuzz,a,b,u,z,z,"{'b', 'a', 'z', 'u'}",0.000932929046430345
abyes,a,b,y,e,s,"{'s', 'e', 'a', 'b', 'y'}",0.0031931769733349784
abysm,a,b,y,s,m,"{'m', 's', 'a', 'b', 'y'}",0.000932929046430345
abyss,a,b,y,s,s,"{'b', 'a', 's', 'y'}",0.000932929046430345
acais,a,c,a,i,s,"{'a', 's', 'i', 'c'}",0.000932929046430345
acara,a,c,a,r,a,"{'a', 'c', 'r'}",0.0017312232897640897
acari,a,c,a,r,i,"{'a', 'i', 'c', 'r'}",0.000932929046430345
accas,a,c,c,a,s,"{'a', 's', 'c'}",0.0017312232897640897
accha,a,c,c,h,a,"{'h', 'a', 'c'}",0.000932929046430345
accoy,a,c,c,o,y,"{'a', 'c', 'y', 'o'}",0.000932929046430345
accra,a,c,c,r,a,"{'a', 'c', 'r'}",0.0017312232897640897
acedy,a,c,e,d,y,"{'d', 'e', 'a', 'c', 'y'}",0.0017312232897640897
acene,a,c,e,n,e,"{'a', 'e', 'c', 'n'}",0.0017312232897640897
acerb,a,c,e,r,b,"{'e', 'a', 'c', 'b', 'r'}",0.000932929046430345
acers,a,c,e,r,s,"{'s', 'e', 'a', 'c', 'r'}",0.000932929046430345
aceta,a,c,e,t,a,"{'a', 'e', 'c', 't'}",0.000932929046430345
achar,a,c,h,a,r,"{'h', 'a', 'c', 'r'}",0.000932929046430345
ached,a,c,h,e,d,"{'h', 'd', 'e', 'a', 'c'}",0.0031931769733349784
acher,a,c,h,e,r,"{'h', 'e', 'a', 'c', 'r'}",0.0017312232897640897
aches,a,c,h,e,s,"{'h', 's', 'e', 'a', 'c'}",0.003883114402502664
achey,a,c,h,e,y,"{'h', 'e', 'a', 'c', 'y'}",0.000932929046430345
achoo,a,c,h,o,o,"{'h', 'a', 'c', 'o'}",0.000932929046430345
acids,a,c,i,d,s,"{'i', 'd', 's', 'a', 'c'}",0.000932929046430345
acidy,a,c,i,d,y,"{'i', 'd', 'a', 'c', 'y'}",0.0017312232897640897
acies,a,c,i,e,s,"{'i', 's', 'e', 'a', 'c'}",0.003883114402502664
acing,a,c,i,n,g,"{'i', 'n', 'a', 'c', 'g'}",0.000932929046430345
acini,a,c,i,n,i,"{'a', 'i', 'c', 'n'}",0.000932929046430345
ackee,a,c,k,e,e,"{'a', 'k', 'e', 'c'}",0.000932929046430345
acker,a,c,k,e,r,"{'e', 'a', 'c', 'k', 'r'}",0.0017312232897640897
acmes,a,c,m,e,s,"{'m', 's', 'e', 'a', 'c'}",0.003883114402502664
acmic,a,c,m,i,c,"{'a', 'i', 'c', 'm'}",0.000932929046430345
acned,a,c,n,e,d,"{'n', 'd', 'e', 'a', 'c'}",0.0031931769733349784
acnes,a,c,n,e,s,"{'n', 's', 'e', 'a', 'c'}",0.003883114402502664
acock,a,c,o,c,k,"{'a', 'k', 'c', 'o'}",0.000932929046430345
acoel,a,c,o,e,l,"{'e', 'o', 'a', 'c', 'l'}",0.000932929046430345
acold,a,c,o,l,d,"{'d', 'o', 'a', 'c', 'l'}",0.000932929046430345
acone,a,c,o,n,e,"{'n', 'e', 'o', 'a', 'c'}",0.0017312232897640897
acorn,a,c,o,r,n,"{'n', 'o', 'a', 'c', 'r'}",0.000932929046430345
acral,a,c,r,a,l,"{'a', 'l', 'c', 'r'}",0.000932929046430345
acred,a,c,r,e,d,"{'d', 'e', 'a', 'c', 'r'}",0.0031931769733349784
acres,a,c,r,e,s,"{'s', 'e', 'a', 'c', 'r'}",0.003883114402502664
acrid,a,c,r,i,d,"{'i', 'd', 'a', 'c', 'r'}",0.000932929046430345
acron,a,c,r,o,n,"{'n', 'o', 'a', 'c', 'r'}",0.0017312232897640897
acros,a,c,r,o,s,"{'s', 'o', 'a', 'c', 'r'}",0.000932929046430345
acryl,a,c,r,y,l,"{'a', 'c', 'l', 'y', 'r'}",0.000932929046430345
actas,a,c,t,a,s,"{'a', 's', 'c', 't'}",0.0017312232897640897
acted,a,c,t,e,d,"{'d', 'e', 't', 'a', 'c'}",0.0031931769733349784
actin,a,c,t,i,n,"{'i', 'n', 't', 'a', 'c'}",0.000932929046430345
acton,a,c,t,o,n,"{'n', 'o', 't', 'a', 'c'}",0.0017312232897640897
actor,a,c,t,o,r,"{'o', 't', 'a', 'c', 'r'}",0.000932929046430345
actus,a,c,t,u,s,"{'s', 't', 'a', 'c', 'u'}",0.000932929046430345
acute,a,c,u,t,e,"{'e', 't', 'a', 'c', 'u'}",0.000932929046430345
acyls,a,c,y,l,s,"{'s', 'a', 'c', 'l', 'y'}",0.000932929046430345
adage,a,d,a,g,e,"{'a', 'g', 'e', 'd'}",0.000932929046430345
adapt,a,d,a,p,t,"{'a', 'p', 't', 'd'}",0.002478700467990903
adats,a,d,a,t,s,"{'a', 's', 't', 'd'}",0.0031931769733349784
adawn,a,d,a,w,n,"{'a', 'w', 'n', 'd'}",0.0017312232897640897
adaws,a,d,a,w,s,"{'a', 'w', 's', 'd'}",0.000932929046430345
adays,a,d,a,y,s,"{'a', 's', 'y', 'd'}",0.000932929046430345
adbot,a,d,b,o,t,"{'d', 't', 'o', 'a', 'b'}",0.000932929046430345
addas,a,d,d,a,s,"{'a', 's', 'd'}",0.000932929046430345
addax,a,d,d,a,x,"{'a', 'x', 'd'}",0.000932929046430345
added,a,d,d,e,d,"{'a', 'e', 'd'}",0.002478700467990903
adder,a,d,d,e,r,"{'a', 'r', 'e', 'd'}",0.000932929046430345
addin,a,d,d,i,n,"{'a', 'i', 'n', 'd'}",0.0017312232897640897
addio,a,d,d,i,o,"{'a', 'i', 'o', 'd'}",0.000932929046430345
addle,a,d,d,l,e,"{'a', 'l', 'e', 'd'}",0.000932929046430345
addra,a,d,d,r,a,"{'a', 'r', 'd'}",0.000932929046430345
adead,a,d,e,a,d,"{'a', 'e', 'd'}",0.0017312232897640897
adeem,a,d,e,e,m,"{'a', 'e', 'm', 'd'}",0.000932929046430345
adept,a,d,e,p,t,"{'d', 'p', 'e', 't', 'a'}",0.002478700467990903
adhan,a,d,h,a,n,"{'h', 'a', 'n', 'd'}",0.0017312232897640897
adhoc,a,d,h,o,c,"{'h', 'd', 'o', 'a', 'c'}",0.000932929046430345
adieu,a,d,i,e,u,"{'i', 'd', 'e', 'a', 'u'}",0.000932929046430345
adios,a,d,i,o,s,"{'i', 'd', 's', 'o', 'a'}",0.000932929046430345
adits,a,d,i,t,s,"{'i', 'd', 's', 't', 'a'}",0.0031931769733349784
adlib,a,d,l,i,b,"{'i', 'd', 'a', 'l', 'b'}",0.000932929046430345
adman,a,d,m,a,n,"{'a', 'n', 'm', 'd'}",0.0017312232897640897
admen,a,d,m,e,n,"{'n', 'm', 'd', 'e', 'a'}",0.000932929046430345
admin,a,d,m,i,n,"{'i', 'n', 'm', 'd', 'a'}",0.0017312232897640897
admit,a,d,m,i,t,"{'i', 'm', 'd', 't', 'a'}",0.000932929046430345
admix,a,d,m,i,x,"{'i', 'm', 'd', 'x', 'a'}",0.000932929046430345
adnex,a,d,n,e,x,"{'n', 'd', 'x', 'e', 'a'}",0.000932929046430345
adobe,a,d,o,b,e,"{'d', 'e', 'o', 'a', 'b'}",0.000932929046430345
adobo,a,d,o,b,o,"{'b', 'a', 'o', 'd'}",0.000932929046430345
adoon,a,d,o,o,n,"{'a', 'n', 'o', 'd'}",0.000932929046430345
adopt,a,d,o,p,t,"{'d', 'p', 't', 'o', 'a'}",0.002478700467990903
adorb,a,d,o,r,b,"{'d', 'o', 'a', 'b', 'r'}",0.000932929046430345
adore,a,d,o,r,e,"{'d', 'e', 'o', 'a', 'r'}",0.000932929046430345
adorn,a,d,o,r,n,"{'n', 'd', 'o', 'a', 'r'}",0.000932929046430345
adown,a,d,o,w,n,"{'w', 'n', 'd', 'o', 'a'}",0.0017312232897640897
adoze,a,d,o,z,e,"{'d', 'e', 'o', 'a', 'z'}",0.000932929046430345
adrad,a,d,r,a,d,"{'a', 'r', 'd'}",0.0017312232897640897
adraw,a,d,r,a,w,"{'a', 'w', 'r', 'd'}",0.000932929046430345
adred,a,d,r,e,d,"{'a', 'r', 'e', 'd'}",0.002478700467990903
adret,a,d,r,e,t,"{'d', 'e', 't', 'a', 'r'}",0.000932929046430345
adrip,a,d,r,i,p,"{'i', 'd', 'p', 'a', 'r'}",0.000932929046430345
adsum,a,d,s,u,m,"{'m', 'd', 's', 'a', 'u'}",0.000932929046430345
aduki,a,d,u,k,i,"{'i', 'd', 'a', 'u', 'k'}",0.000932929046430345
adult,a,d,u,l,t,"{'d', 't', 'a', 'u', 'l'}",0.000932929046430345
adunc,a,d,u,n,c,"{'n', 'd', 'a', 'c', 'u'}",0.000932929046430345
adust,a,d,u,s,t,"{'d', 's', 't', 'a', 'u'}",0.000932929046430345
advew,a,d,v,e,w,"{'w', 'v', 'd', 'e', 'a'}",0.000932929046430345
advts,a,d,v,t,s,"{'v', 'd', 's', 't', 'a'}",0.0031931769733349784
adyta,a,d,y,t,a,"{'a', 't', 'y', 'd'}",0.000932929046430345
adyts,a,d,y,t,s,"{'d', 's', 't', 'a', 'y'}",0.0031931769733349784
adzed,a,d,z,e,d,"{'a', 'z', 'e', 'd'}",0.002478700467990903
adzes,a,d,z,e,s,"{'d', 's', 'e', 'a', 'z'}",0.000932929046430345
aecia,a,e,c,i,a,"{'c', 'a', 'i', 'e'}",0.000932929046430345
aedes,a,e,d,e,s,"{'a', 's', 'e', 'd'}",0.000932929046430345
aeger,a,e,g,e,r,"{'a', 'r', 'e', 'g'}",0.000932929046430345
aegis,a,e,g,i,s,"{'i', 's', 'e', 'a', 'g'}",0.000932929046430345
aeons,a,e,o,n,s,"{'n', 's', 'e', 'o', 'a'}",0.000932929046430345
aerie,a,e,r,i,e,"{'a', 'i', 'e', 'r'}",0.000932929046430345
aeros,a,e,r,o,s,"{'s', 'e', 'o', 'a', 'r'}",0.000932929046430345
aesir,a,e,s,i,r,"{'i', 's', 'e', 'a', 'r'}",0.000932929046430345
aevum,a,e,v,u,m,"{'m', 'v', 'e', 'a', 'u'}",0.000932929046430345
afald,a,f,a,l,d,"{'a', 'd', 'f', 'l'}",0.000932929046430345
afanc,a,f,a,n,c,"{'c', 'a', 'f', 'n'}",0.000932929046430345
afara,a,f,a,r,a,"{'a', 'f', 'r'}",0.000932929046430345
afars,a,f,a,r,s,"{'a', 'f', 's', 'r'}",0.000932929046430345
afear,a,f,e,a,r,"{'a', 'f', 'e', 'r'}",0.000932929046430345
affix,a,f,f,i,x,"{'a', 'x', 'f', 'i'}",0.000932929046430345
affly,a,f,f,l,y,"{'a', 'f', 'y', 'l'}",0.000932929046430345
afion,a,f,i,o,n,"{'n', 'i', 'o', 'a', 'f'}",0.000932929046430345
afire,a,f,i,r,e,"{'i', 'e', 'a', 'f', 'r'}",0.0017312232897640897
afizz,a,f,i,z,z,"{'a', 'z', 'f', 'i'}",0.000932929046430345
aflaj,a,f,l,a,j,"{'a', 'j', 'f', 'l'}",0.000932929046430345
aflap,a,f,l,a,p,"{'a', 'f', 'p', 'l'}",0.000932929046430345
aflow,a,f,l,o,w,"{'w', 'o', 'a', 'f', 'l'}",0.000932929046430345
afoam,a,f,o,a,m,"{'a', 'f', 'm', 'o'}",0.000932929046430345
afoot,a,f,o,o,t,"{'a', 'f', 't', 'o'}",0.000932929046430345
afore,a,f,o,r,e,"{'e', 'o', 'a', 'f', 'r'}",0.0017312232897640897
afoul,a,f,o,u,l,"{'u', 'o', 'a', 'f', 'l'}",0.000932929046430345
afret,a,f,r,e,t,"{'e', 't', 'a', 'f', 'r'}",0.000932929046430345
afrit,a,f,r,i,t,"{'i', 't', 'a', 'f', 'r'}",0.000932929046430345
afros,a,f,r,o,s,"{'s', 'o', 'a', 'f', 'r'}",0.0017312232897640897
after,a,f,t,e,r,"{'e', 't', 'a', 'f', 'r'}",0.000932929046430345
aftos,a,f,t,o,s,"{'s', 't', 'o', 'a', 'f'}",0.0017312232897640897
again,a,g,a,i,n,"{'a', 'i', 'n', 'g'}",0.0017312232897640897
agals,a,g,a,l,s,"{'a', 'l', 's', 'g'}",0.000932929046430345
agama,a,g,a,m,a,"{'a', 'm', 'g'}",0.000932929046430345
agami,a,g,a,m,i,"{'a', 'i', 'm', 'g'}",0.000932929046430345
agamy,a,g,a,m,y,"{'a', 'y', 'm', 'g'}",0.000932929046430345
agape,a,g,a,p,e,"{'a', 'e', 'p', 'g'}",0.000932929046430345
agars,a,g,a,r,s,"{'a', 'r', 's', 'g'}",0.0017312232897640897
agasp,a,g,a,s,p,"{'a', 's', 'p', 'g'}",0.000932929046430345
agast,a,g,a,s,t,"{'a', 's', 't', 'g'}",0.0017312232897640897
agate,a,g,a,t,e,"{'a', 'e', 't', 'g'}",0.000932929046430345
agaty,a,g,a,t,y,"{'a', 'y', 't', 'g'}",0.000932929046430345
agave,a,g,a,v,e,"{'a', 'e', 'v', 'g'}",0.000932929046430345
agaze,a,g,a,z,e,"{'a', 'z', 'e', 'g'}",0.000932929046430345
agbas,a,g,b,a,s,"{'b', 'a', 's', 'g'}",0.002478700467990903
agene,a,g,e,n,e,"{'a', 'n', 'e', 'g'}",0.0017312232897640897
agent,a,g,e,n,t,"{'n', 'e', 't', 'a', 'g'}",0.000932929046430345
agers,a,g,e,r,s,"{'g', 's', 'e', 'a', 'r'}",0.0017312232897640897
aggag,a,g,g,a,g,"{'a', 'g'}",0.000932929046430345
agger,a,g,g,e,r,"{'a', 'r', 'e', 'g'}",0.000932929046430345
aggie,a,g,g,i,e,"{'a', 'i', 'e', 'g'}",0.000932929046430345
aggri,a,g,g,r,i,"{'i', 'a', 'r', 'g'}",0.000932929046430345
aggro,a,g,g,r,o,"{'a', 'r', 'o', 'g'}",0.000932929046430345
aggry,a,g,g,r,y,"{'a', 'r', 'y', 'g'}",0.000932929046430345
aghas,a,g,h,a,s,"{'h', 'a', 's', 'g'}",0.002478700467990903
agidi,a,g,i,d,i,"{'a', 'd', 'i', 'g'}",0.000932929046430345
agila,a,g,i,l,a,"{'a', 'i', 'l', 'g'}",0.000932929046430345
agile,a,g,i,l,e,"{'i', 'e', 'a', 'l', 'g'}",0.000932929046430345
aging,a,g,i,n,g,"{'a', 'i', 'n', 'g'}",0.000932929046430345
agios,a,g,i,o,s,"{'i', 's', 'o', 'a', 'g'}",0.0017312232897640897
agism,a,g,i,s,m,"{'i', 'm', 's', 'a', 'g'}",0.000932929046430345
agist,a,g,i,s,t,"{'i', 's', 't', 'a', 'g'}",0.0017312232897640897
agita,a,g,i,t,a,"{'a', 'i', 't', 'g'}",0.000932929046430345
aglee,a,g,l,e,e,"{'a', 'l', 'e', 'g'}",0.0017312232897640897
aglet,a,g,l,e,t,"{'e', 't', 'a', 'l', 'g'}",0.000932929046430345
agley,a,g,l,e,y,"{'e', 'a', 'l', 'y', 'g'}",0.0017312232897640897
agloo,a,g,l,o,o,"{'a', 'l', 'o', 'g'}",0.000932929046430345
aglow,a,g,l,o,w,"{'w', 'o', 'a', 'l', 'g'}",0.000932929046430345
aglus,a,g,l,u,s,"{'g', 's', 'a', 'u', 'l'}",0.000932929046430345
agmas,a,g,m,a,s,"{'a', 's', 'm', 'g'}",0.002478700467990903
agoge,a,g,o,g,e,"{'a', 'e', 'o', 'g'}",0.000932929046430345
agogo,a,g,o,g,o,"{'a', 'o', 'g'}",0.000932929046430345
agone,a,g,o,n,e,"{'n', 'e', 'o', 'a', 'g'}",0.0017312232897640897
agons,a,g,o,n,s,"{'n', 's', 'o', 'a', 'g'}",0.000932929046430345
agony,a,g,o,n,y,"{'n', 'o', 'a', 'y', 'g'}",0.000932929046430345
agood,a,g,o,o,d,"{'a', 'd', 'o', 'g'}",0.000932929046430345
agora,a,g,o,r,a,"{'a', 'r', 'o', 'g'}",0.000932929046430345
agree,a,g,r,e,e,"{'a', 'r', 'e', 'g'}",0.0017312232897640897
agria,a,g,r,i,a,"{'i', 'a', 'r', 'g'}",0.000932929046430345
agrin,a,g,r,i,n,"{'i', 'n', 'g', 'a', 'r'}",0.0017312232897640897
agros,a,g,r,o,s,"{'g', 's', 'o', 'a', 'r'}",0.0017312232897640897
agrum,a,g,r,u,m,"{'g', 'm', 'a', 'u', 'r'}",0.000932929046430345
agued,a,g,u,e,d,"{'d', 'e', 'a', 'u', 'g'}",0.000932929046430345
agues,a,g,u,e,s,"{'s', 'e', 'a', 'u', 'g'}",0.000932929046430345
aguey,a,g,u,e,y,"{'e', 'a', 'u', 'y', 'g'}",0.0017312232897640897
aguna,a,g,u,n,a,"{'a', 'u', 'n', 'g'}",0.000932929046430345
agush,a,g,u,s,h,"{'h', 's', 'a', 'u', 'g'}",0.000932929046430345
aguti,a,g,u,t,i,"{'i', 't', 'a', 'u', 'g'}",0.000932929046430345
ahead,a,h,e,a,d,"{'h', 'a', 'e', 'd'}",0.000932929046430345
aheap,a,h,e,a,p,"{'h', 'a', 'p', 'e'}",0.000932929046430345
ahent,a,h,e,n,t,"{'h', 'n', 'e', 't', 'a'}",0.0017312232897640897
ahigh,a,h,i,g,h,"{'h', 'a', 'i', 'g'}",0.000932929046430345
ahind,a,h,i,n,d,"{'h', 'i', 'n', 'd', 'a'}",0.000932929046430345
ahing,a,h,i,n,g,"{'h', 'i', 'n', 'a', 'g'}",0.000932929046430345
ahint,a,h,i,n,t,"{'h', 'i', 'n', 't', 'a'}",0.0017312232897640897
ahold,a,h,o,l,d,"{'h', 'd', 'o', 'a', 'l'}",0.000932929046430345
ahole,a,h,o,l,e,"{'h', 'e', 'o', 'a', 'l'}",0.000932929046430345
ahull,a,h,u,l,l,"{'h', 'a', 'l', 'u'}",0.000932929046430345
ahuru,a,h,u,r,u,"{'h', 'a', 'r', 'u'}",0.000932929046430345
aidas,a,i,d,a,s,"{'a', 'i', 's', 'd'}",0.0017312232897640897
aided,a,i,d,e,d,"{'a', 'i', 'e', 'd'}",0.0031931769733349784
aider,a,i,d,e,r,"{'i', 'd', 'e', 'a', 'r'}",0.0031931769733349784
aides,a,i,d,e,s,"{'i', 'd', 's', 'e', 'a'}",0.0017312232897640897
aidoi,a,i,d,o,i,"{'a', 'i', 'o', 'd'}",0.000932929046430345
aidos,a,i,d,o,s,"{'i', 'd', 's', 'o', 'a'}",0.000932929046430345
aiery,a,i,e,r,y,"{'i', 'e', 'a', 'y', 'r'}",0.000932929046430345
aigas,a,i,g,a,s,"{'a', 'i', 's', 'g'}",0.0017312232897640897
aight,a,i,g,h,t,"{'h', 'i', 't', 'a', 'g'}",0.000932929046430345
ailed,a,i,l,e,d,"{'i', 'd', 'e', 'a', 'l'}",0.0031931769733349784
aimag,a,i,m,a,g,"{'a', 'i', 'm', 'g'}",0.000932929046430345
aimak,a,i,m,a,k,"{'a', 'k', 'i', 'm'}",0.000932929046430345
aimed,a,i,m,e,d,"{'i', 'm', 'd', 'e', 'a'}",0.0031931769733349784
aimer,a,i,m,e,r,"{'i', 'm', 'e', 'a', 'r'}",0.0031931769733349784
ainee,a,i,n,e,e,"{'a', 'i', 'n', 'e'}",0.0017312232897640897
ainga,a,i,n,g,a,"{'a', 'i', 'n', 'g'}",0.000932929046430345
aioli,a,i,o,l,i,"{'a', 'i', 'o', 'l'}",0.000932929046430345
aired,a,i,r,e,d,"{'i', 'd', 'e', 'a', 'r'}",0.0031931769733349784
airer,a,i,r,e,r,"{'a', 'i', 'e', 'r'}",0.0031931769733349784
airns,a,i,r,n,s,"{'i', 'n', 's', 'a', 'r'}",0.000932929046430345
airth,a,i,r,t,h,"{'h', 'i', 't', 'a', 'r'}",0.000932929046430345
airts,a,i,r,t,s,"{'i', 's', 't', 'a', 'r'}",0.000932929046430345
aisle,a,i,s,l,e,"{'i', 's', 'e', 'a', 'l'}",0.0017312232897640897
aitch,a,i,t,c,h,"{'h', 'i', 't', 'a', 'c'}",0.000932929046430345
aitus,a,i,t,u,s,"{'i', 's', 't', 'a', 'u'}",0.000932929046430345
aiver,a,i,v,e,r,"{'i', 'v', 'e', 'a', 'r'}",0.0031931769733349784
aixes,a,i,x,e,s,"{'i', 'x', 's', 'e', 'a'}",0.0017312232897640897
aiyah,a,i,y,a,h,"{'h', 'a', 'i', 'y'}",0.000932929046430345
aiyee,a,i,y,e,e,"{'a', 'i', 'e', 'y'}",0.0017312232897640897
aiyoh,a,i,y,o,h,"{'h', 'i', 'o', 'a', 'y'}",0.000932929046430345
aiyoo,a,i,y,o,o,"{'a', 'i', 'y', 'o'}",0.000932929046430345
aizle,a,i,z,l,e,"{'i', 'e', 'a', 'l', 'z'}",0.0017312232897640897
ajies,a,j,i,e,s,"{'i', 'j', 's', 'e', 'a'}",0.000932929046430345
ajiva,a,j,i,v,a,"{'a', 'j', 'i', 'v'}",0.000932929046430345
ajuga,a,j,u,g,a,"{'a', 'j', 'g', 'u'}",0.000932929046430345
ajupa,a,j,u,p,a,"{'a', 'j', 'p', 'u'}",0.000932929046430345
ajwan,a,j,w,a,n,"{'a', 'j', 'n', 'w'}",0.000932929046430345
akara,a,k,a,r,a,"{'a', 'k', 'r'}",0.000932929046430345
akees,a,k,e,e,s,"{'a', 'k', 's', 'e'}",0.0017312232897640897
akela,a,k,e,l,a,"{'a', 'k', 'e', 'l'}",0.000932929046430345
akene,a,k,e,n,e,"{'a', 'k', 'n', 'e'}",0.000932929046430345
aking,a,k,i,n,g,"{'i', 'n', 'a', 'k', 'g'}",0.000932929046430345
akita,a,k,i,t,a,"{'a', 'k', 'i', 't'}",0.000932929046430345
akkas,a,k,k,a,s,"{'a', 'k', 's'}",0.000932929046430345
akker,a,k,k,e,r,"{'a', 'k', 'e', 'r'}",0.000932929046430345
